Filename,STFCB-20201012-0105-0146_20210106_110504_002.dat
AssetID,11110004
RPM,1770
정격전류,58
사용전류,46.2
Sample Rate,1000
RRMS,30.76337
RMEAN,0.01756
RMAX,50.60938
SRMS,30.27984
SMEAN,0.1749
SMAX,49.4082
TRMS,30.64781
TMEAN,0.01722
TMAX,51.73047
-31.9111328125,35.634765625,-4.4443359375,
-34.2734375,38.4775390625,-4.32421875,
-39.958984375,33.953125,5.845703125,
-40.5595703125,33.7529296875,7.046875,
-41.720703125,27.546875,14.8544921875,
-42.6015625,25.1044921875,18.2578125,
-43.001953125,19.69921875,24.34375,
-41.880859375,13.7333984375,29.1083984375,
-41.0400390625,11.53125,30.6298828125,
-34.7939453125,0.9208984375,34.8740234375,
-33.6728515625,-0.1201171875,35.07421875,
-28.5078125,-10.2900390625,39.71875,
-26.5458984375,-11.7314453125,39.23828125,
-23.22265625,-18.578125,42.921875,
-15.9755859375,-23.1826171875,39.87890625,
-14.09375,-25.46484375,40.3994140625,
-4.64453125,-30.109375,35.5546875,
-4.64453125,-32.5517578125,37.95703125,
6.0458984375,-38.837890625,33.7529296875,
7.6875,-40.3994140625,33.6328125,
15.4150390625,-42.1611328125,27.5869140625,
19.0185546875,-42.2412109375,24.0234375,
24.0634765625,-41.3203125,17.9775390625,
28.4677734375,-39.158203125,11.771484375,
30.1494140625,-39.638671875,10.08984375,
34.6337890625,-34.59375,0.4404296875,
34.3134765625,-33.2724609375,-1.3212890625,
38.037109375,-27.70703125,-10.5302734375,
37.4765625,-25.8251953125,-12.4921875,
41.3203125,-23.0224609375,-19.138671875,
39.7587890625,-16.17578125,-24.7041015625,
40.0390625,-14.9345703125,-26.4658203125,
35.07421875,-4.9248046875,-31.470703125,
36.916015625,-4.96484375,-33.6328125,
32.7119140625,5.60546875,-39.638671875,
33.5927734375,7.046875,-42.4814453125,
27.38671875,14.654296875,-43.5625,
23.54296875,18.2177734375,-43.322265625,
17.296875,23.142578125,-42.0810546875,
10.970703125,27.787109375,-40.3193359375,
8.80859375,30.029296875,-40.3193359375,
-1.3212890625,35.71484375,-36.1552734375,
-2.962890625,35.8349609375,-34.5537109375,
-12.4921875,39.318359375,-27.947265625,
-14.4541015625,37.796875,-24.9443359375,
-20.8603515625,40.6396484375,-21.0205078125,
-26.265625,39.3583984375,-14.09375,
-28.107421875,40.4794921875,-13.1328125,
-32.5517578125,35.1142578125,-3.36328125,
-33.3525390625,35.875,-2.72265625,
-38.7578125,31.2705078125,7.5673828125,
-40.759765625,31.9912109375,9.2890625,
-42.921875,26.7060546875,16.65625,
-42.76171875,23.22265625,20.4599609375,
-41.720703125,17.216796875,25.5849609375,
-37.63671875,9.9296875,28.828125,
-38.27734375,7.84765625,31.6708984375,
-33.6728515625,-2.162109375,36.8359375,
-32.7119140625,-3.36328125,37.4765625,
-26.90625,-12.572265625,40.19921875,
-23.1025390625,-14.333984375,38.3173828125,
-19.3388671875,-19.8994140625,40.19921875,
-12.33203125,-25.5048828125,38.4775390625,
-12.2119140625,-27.9072265625,41.240234375,
-2.322265625,-32.3115234375,35.154296875,
-1.76171875,-33.1923828125,35.71484375,
8.6484375,-38.1572265625,30.26953125,
10.73046875,-39.71875,29.7490234375,
17.9775390625,-42.201171875,24.9443359375,
22.5419921875,-43.5625,21.78125,
27.146484375,-42.8017578125,16.3759765625,
30.3896484375,-39.4384765625,9.609375,
32.7119140625,-40.0390625,7.6875,
38.8779296875,-36.515625,-2.08203125,
40.279296875,-36.8759765625,-3.9638671875,
43.3623046875,-30.6298828125,-13.0126953125,
41,-26.4658203125,-15.455078125,
42.0810546875,-22.3017578125,-20.900390625,
38.7978515625,-13.9736328125,-26.6259765625,
40.759765625,-13.61328125,-28.66796875,
35.794921875,-2.8828125,-34.3134765625,
35.9150390625,-2.3623046875,-35.3544921875,
29.94921875,8.328125,-39.71875,
28.8681640625,10.2099609375,-41.080078125,
23.1826171875,17.4970703125,-42.4814453125,
21.30078125,22.7421875,-45.6044921875,
15.455078125,27.466796875,-44.5634765625,
7.927734375,31.0302734375,-40.3994140625,
5.2451171875,32.591796875,-39.478515625,
-5.28515625,36.99609375,-33.1123046875,
-7.126953125,38.2373046875,-32.5517578125,
-16.17578125,42.5615234375,-27.5068359375,
-18.578125,40.3994140625,-23.22265625,
-23.5029296875,41.16015625,-18.578125,
-28.908203125,38.3974609375,-10.41015625,
-30.5498046875,40.0791015625,-10.08984375,
-35.9951171875,35.794921875,-0.16015625,
-36.9560546875,36.6357421875,0.4404296875,
-40.7998046875,30.6298828125,10.5302734375,
-40.919921875,29.068359375,12.412109375,
-41.6806640625,23.302734375,19.298828125,
-43.2021484375,20.33984375,24.1435546875,
-43.40234375,15.4951171875,29.1484375,
-39.638671875,7.8876953125,33.15234375,
-38.837890625,5.4052734375,34.8740234375,
-33.47265625,-4.884765625,39.4384765625,
-33.392578125,-6.486328125,40.9599609375,
-29.46875,-15.4951171875,46.2451171875,
-25.4248046875,-18.3779296875,44.68359375,
-21.1005859375,-23.1025390625,45.1240234375,
-11.7314453125,-28.1474609375,40.599609375,
-11.05078125,-29.1884765625,41.080078125,
0.16015625,-34.9140625,35.474609375,
0.6005859375,-36.515625,36.8759765625,
11.1708984375,-40.8798828125,30.4296875,
13.533203125,-40.119140625,27.5869140625,
20.2998046875,-40.9599609375,21.62109375,
25.384765625,-42.5615234375,18.0576171875,
29.9892578125,-43.40234375,13.9736328125,
34.7138671875,-40.4794921875,6.5263671875,
36.1552734375,-40.0390625,4.1240234375,
